nom_cabina,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,47,4h,Bona,31,,,,27/06/2018 5:00,1530068705
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,88,4h,Bona,5,5h,Buena,25,27/06/2018 5:00,1530068705
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,64,4h,Bona,13,5h,Buena,23,27/06/2018 5:00,1530068705
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,4h,Bona,22,5h,Buena,27,27/06/2018 5:00,1530068705
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,5h,Bona,14,,,,27/06/2018 6:00,1530072303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,5h,Buena,72,5h,Bona,13,5h,Buena,34,27/06/2018 6:00,1530072303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,5h,Buena,62,5h,Bona,25,5h,Buena,27,27/06/2018 6:00,1530072303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,28,5h,Bona,41,,,,27/06/2018 6:00,1530072303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,84,5h,Bona,6,5h,Buena,25,27/06/2018 6:00,1530072303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,68,5h,Bona,11,5h,Buena,23,27/06/2018 6:00,1530072303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,5h,Bona,51,5h,Buena,27,27/06/2018 6:00,1530072303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,6h,Bona,15,,,,27/06/2018 7:00,1530075903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,6h,Buena,70,6h,Bona,12,6h,Buena,34,27/06/2018 7:00,1530075903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,6h,Buena,43,6h,Bona,44,6h,Buena,27,27/06/2018 7:00,1530075903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,28,6h,Bona,36,,,,27/06/2018 7:00,1530075903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,77,6h,Bona,11,6h,Buena,25,27/06/2018 7:00,1530075903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,6h,Buena,65,6h,Bona,9,6h,Buena,22,27/06/2018 7:00,1530075903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,6h,Bona,58,6h,Buena,28,27/06/2018 7:00,1530075903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,7h,Bona,27,,,,27/06/2018 8:00,1530079505
Eixample,Buena,IH,01,08019043,2.1538,41.3853,7h,Buena,37,7h,Bona,46,7h,Buena,33,27/06/2018 8:00,1530079505
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,35,7h,Bona,50,7h,Buena,27,27/06/2018 8:00,1530079505
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,17,7h,Bona,47,,,,27/06/2018 8:00,1530079505
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,56,7h,Bona,30,7h,Buena,25,27/06/2018 8:00,1530079505
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,60,7h,Bona,16,7h,Buena,22,27/06/2018 8:00,1530079505
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,7h,Bona,52,7h,Buena,28,27/06/2018 8:00,1530079505
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,8h,Bona,52,,,,27/06/2018 9:00,1530083102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,8h,Buena,18,8h,Bona,75,8h,Buena,32,27/06/2018 9:00,1530083102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,33,8h,Bona,61,8h,Buena,26,27/06/2018 9:00,1530083102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,10,8h,Bona,56,,,,27/06/2018 9:00,1530083102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,32,8h,Bona,57,8h,Buena,25,27/06/2018 9:00,1530083102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,21,8h,Bona,68,8h,Buena,22,27/06/2018 9:00,1530083102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,76,8h,Buena,29,27/06/2018 9:00,1530083102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,9h,Bona,63,,,,27/06/2018 10:00,1530086702
Eixample,Regular,IH,01,08019043,2.1538,41.3853,9h,Buena,20,9h,Regular,95,9h,Buena,31,27/06/2018 10:00,1530086702
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,9h,Buena,13,9h,Regular,101,9h,Buena,26,27/06/2018 10:00,1530086702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,7,9h,Bona,77,,,,27/06/2018 10:00,1530086702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,36,9h,Bona,57,9h,Buena,24,27/06/2018 10:00,1530086702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,33,9h,Bona,55,9h,Buena,22,27/06/2018 10:00,1530086702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,9h,Bona,70,9h,Buena,30,27/06/2018 10:00,1530086702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,64,,,,27/06/2018 11:00,1530090303
Eixample,Regular,IH,01,08019043,2.1538,41.3853,10h,Buena,11,10h,Regular,124,10h,Buena,32,27/06/2018 11:00,1530090303
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,10h,Buena,11,10h,Regular,120,10h,Buena,27,27/06/2018 11:00,1530090303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,34,10h,Bona,72,,,,27/06/2018 11:00,1530090303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,39,10h,Bona,67,10h,Buena,24,27/06/2018 11:00,1530090303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,65,10h,Bona,25,10h,Buena,22,27/06/2018 11:00,1530090303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,73,10h,Buena,31,27/06/2018 11:00,1530090303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,64,,,,27/06/2018 12:00,1530093903
Eixample,Regular,IH,01,08019043,2.1538,41.3853,11h,Buena,16,11h,Regular,129,11h,Buena,33,27/06/2018 12:00,1530093903
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,11h,Buena,33,11h,Regular,99,11h,Buena,28,27/06/2018 12:00,1530093903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,44,11h,Bona,73,,,,27/06/2018 12:00,1530093903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,57,11h,Bona,61,11h,Buena,25,27/06/2018 12:00,1530093903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,85,11h,Bona,24,11h,Buena,21,27/06/2018 12:00,1530093903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,85,11h,Buena,32,27/06/2018 12:00,1530093903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,64,,,,27/06/2018 13:00,1530097502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,12h,Buena,34,12h,Regular,105,12h,Buena,34,27/06/2018 13:00,1530097502
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,12h,Buena,41,12h,Regular,107,12h,Buena,29,27/06/2018 13:00,1530097502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,24,12h,Bona,91,,,,27/06/2018 13:00,1530097502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,66,12h,Bona,66,12h,Buena,25,27/06/2018 13:00,1530097502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,85,12h,Bona,36,12h,Buena,22,27/06/2018 13:00,1530097502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,55,12h,Buena,33,27/06/2018 13:00,1530097502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,60,13h,Bona,80,13h,Buena,36,27/06/2018 14:00,1530101102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,77,13h,Bona,69,13h,Buena,30,27/06/2018 14:00,1530101102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,46,13h,Bona,75,,,,27/06/2018 14:00,1530101102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,102,13h,Bona,27,13h,Buena,26,27/06/2018 14:00,1530101102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,107,13h,Bona,20,13h,Buena,24,27/06/2018 14:00,1530101102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,68,13h,Buena,34,27/06/2018 14:00,1530101102
Eixample,Regular,IH,01,08019043,2.1538,41.3853,14h,Buena,57,14h,Bona,81,14h,Regular,37,27/06/2018 15:00,1530104703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,83,14h,Bona,55,14h,Buena,30,27/06/2018 15:00,1530104703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,34,14h,Bona,86,,,,27/06/2018 15:00,1530104703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,109,14h,Bona,14,14h,Buena,26,27/06/2018 15:00,1530104703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,103,14h,Bona,17,14h,Buena,24,27/06/2018 15:00,1530104703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,60,14h,Buena,35,27/06/2018 15:00,1530104703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,14,,,,27/06/2018 16:00,1530108303
Eixample,Regular,IH,01,08019043,2.1538,41.3853,15h,Buena,72,15h,Bona,57,15h,Regular,38,27/06/2018 16:00,1530108303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,87,15h,Bona,43,15h,Buena,31,27/06/2018 16:00,1530108303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,66,15h,Bona,50,,,,27/06/2018 16:00,1530108303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,104,15h,Bona,11,15h,Buena,27,27/06/2018 16:00,1530108303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,103,15h,Bona,14,15h,Buena,25,27/06/2018 16:00,1530108303
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,61,15h,Regular,37,27/06/2018 16:00,1530108303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,13,,,,27/06/2018 17:00,1530111902
Eixample,Regular,IH,01,08019043,2.1538,41.3853,16h,Buena,68,16h,Bona,59,16h,Regular,38,27/06/2018 17:00,1530111902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,88,16h,Bona,35,16h,Buena,31,27/06/2018 17:00,1530111902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,72,16h,Bona,39,,,,27/06/2018 17:00,1530111902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,101,16h,Bona,11,16h,Buena,27,27/06/2018 17:00,1530111902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,102,16h,Bona,12,16h,Buena,25,27/06/2018 17:00,1530111902
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,16h,Bona,50,16h,Regular,38,27/06/2018 17:00,1530111902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,17h,Bona,11,,,,27/06/2018 18:00,1530115502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,17h,Buena,74,17h,Bona,55,17h,Regular,39,27/06/2018 18:00,1530115502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,88,16h,Bona,35,17h,Buena,31,27/06/2018 18:00,1530115502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,73,17h,Bona,37,,,,27/06/2018 18:00,1530115502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,99,17h,Bona,12,17h,Buena,28,27/06/2018 18:00,1530115502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,101,17h,Bona,13,17h,Buena,25,27/06/2018 18:00,1530115502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,17h,Bona,48,18h,Regular,40,27/06/2018 18:00,1530115502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,18h,Bona,11,,,,27/06/2018 19:00,1530119103
Eixample,Regular,IH,01,08019043,2.1538,41.3853,18h,Buena,66,18h,Bona,65,18h,Regular,40,27/06/2018 19:00,1530119103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,88,16h,Bona,35,18h,Buena,31,27/06/2018 19:00,1530119103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,79,18h,Bona,29,,,,27/06/2018 19:00,1530119103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,96,18h,Bona,13,18h,Buena,29,27/06/2018 19:00,1530119103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,99,18h,Bona,15,18h,Buena,26,27/06/2018 19:00,1530119103
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,18h,Bona,43,18h,Regular,41,27/06/2018 19:00,1530119103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,19h,Bona,12,,,,27/06/2018 20:00,1530122703
Eixample,Regular,IH,01,08019043,2.1538,41.3853,19h,Buena,69,19h,Bona,59,19h,Regular,44,27/06/2018 20:00,1530122703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,17h,,,17h,,,19h,Buena,31,27/06/2018 20:00,1530122703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,74,19h,Bona,31,,,,27/06/2018 20:00,1530122703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,90,19h,Bona,17,19h,Buena,29,27/06/2018 20:00,1530122703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,94,19h,Bona,16,19h,Buena,26,27/06/2018 20:00,1530122703
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,19h,Bona,41,19h,Regular,42,27/06/2018 20:00,1530122703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,20h,Bona,14,,,,27/06/2018 21:00,1530126302
Eixample,Regular,IH,01,08019043,2.1538,41.3853,20h,Buena,67,20h,Bona,59,20h,Regular,46,27/06/2018 21:00,1530126302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,,,18h,,,20h,Buena,31,27/06/2018 21:00,1530126302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,75,20h,Bona,35,,,,27/06/2018 21:00,1530126302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,87,20h,Bona,21,20h,Buena,29,27/06/2018 21:00,1530126302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,88,20h,Bona,23,20h,Buena,26,27/06/2018 21:00,1530126302
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,20h,Bona,44,20h,Regular,42,27/06/2018 21:00,1530126302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,21h,Bona,17,,,,27/06/2018 22:00,1530129905
Eixample,Regular,IH,01,08019043,2.1538,41.3853,21h,Buena,72,21h,Bona,46,21h,Regular,45,27/06/2018 22:00,1530129905
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,21h,Buena,63,21h,Bona,57,21h,Buena,31,27/06/2018 22:00,1530129905
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,76,21h,Bona,28,,,,27/06/2018 22:00,1530129905
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,80,21h,Bona,26,22h,Buena,28,27/06/2018 22:00,1530129905
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,76,21h,Bona,30,22h,Buena,26,27/06/2018 22:00,1530129905
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,21h,Bona,43,22h,Regular,43,27/06/2018 22:00,1530129905
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,22h,Bona,18,,,,27/06/2018 23:00,1530133502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,22h,Buena,68,22h,Bona,39,22h,Regular,45,27/06/2018 23:00,1530133502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,22h,Buena,62,22h,Bona,42,22h,Buena,31,27/06/2018 23:00,1530133502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,22h,Buena,63,22h,Bona,32,,,,27/06/2018 23:00,1530133502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,22h,Buena,80,22h,Bona,19,22h,Buena,29,27/06/2018 23:00,1530133502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,22h,Buena,67,22h,Bona,28,22h,Buena,26,27/06/2018 23:00,1530133502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,22h,Bona,35,22h,Regular,43,27/06/2018 23:00,1530133502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,23h,Bona,21,,,,28/06/2018 0:00,1530137103
Eixample,Regular,IH,01,08019043,2.1538,41.3853,0h,Buena,68,0h,Bona,39,0h,Regular,46,28/06/2018 0:00,1530137103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,23h,Buena,61,23h,Bona,42,23h,Buena,31,28/06/2018 0:00,1530137103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,23h,Buena,37,23h,Bona,62,,,,28/06/2018 0:00,1530137103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,64,23h,Bona,26,23h,Buena,29,28/06/2018 0:00,1530137103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,64,23h,Bona,28,23h,Buena,25,28/06/2018 0:00,1530137103
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,23h,Bona,64,23h,Regular,44,28/06/2018 0:00,1530137103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,24,,,,28/06/2018 1:00,1530140705
Eixample,Regular,IH,01,08019043,2.1538,41.3853,23h,,,23h,,,1h,Regular,46,28/06/2018 1:00,1530140705
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,0h,Buena,61,0h,Bona,37,1h,Buena,31,28/06/2018 1:00,1530140705
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,60,0h,Bona,30,,,,28/06/2018 1:00,1530140705
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,64,0h,Bona,28,1h,Buena,28,28/06/2018 1:00,1530140705
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,57,0h,Bona,27,1h,Buena,25,28/06/2018 1:00,1530140705
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,0h,Bona,34,1h,Regular,45,28/06/2018 1:00,1530140705
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,24,,,,28/06/2018 2:00,1530144303
Eixample,Regular,IH,01,08019043,2.1538,41.3853,23h,,,23h,,,1h,Regular,46,28/06/2018 2:00,1530144303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,1h,Buena,60,1h,Bona,37,1h,Buena,30,28/06/2018 2:00,1530144303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,62,1h,Bona,29,,,,28/06/2018 2:00,1530144303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,69,1h,Bona,27,1h,Buena,28,28/06/2018 2:00,1530144303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,65,1h,Bona,28,1h,Buena,25,28/06/2018 2:00,1530144303
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,1h,Bona,30,1h,Regular,44,28/06/2018 2:00,1530144303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,24,,,,28/06/2018 3:00,1530147905
Eixample,Regular,IH,01,08019043,2.1538,41.3853,0h,,,0h,,,2h,Regular,47,28/06/2018 3:00,1530147905
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,2h,Buena,84,2h,Bona,19,2h,Buena,30,28/06/2018 3:00,1530147905
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,68,2h,Bona,19,,,,28/06/2018 3:00,1530147905
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,84,2h,Bona,10,2h,Buena,28,28/06/2018 3:00,1530147905
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,80,2h,Bona,15,2h,Buena,25,28/06/2018 3:00,1530147905
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,2h,Bona,23,2h,Regular,44,28/06/2018 3:00,1530147905
Eixample,Regular,IH,01,08019043,2.1538,41.3853,3h,Buena,66,3h,Bona,22,3h,Regular,44,28/06/2018 4:00,1530151502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,87,3h,Bona,14,3h,Buena,30,28/06/2018 4:00,1530151502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,59,3h,Bona,26,,,,28/06/2018 4:00,1530151502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,65,3h,Bona,22,3h,Buena,28,28/06/2018 4:00,1530151502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,76,3h,Bona,13,3h,Buena,25,28/06/2018 4:00,1530151502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,2h,Bona,23,3h,Regular,45,28/06/2018 4:00,1530151502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,4h,Buena,66,4h,Bona,27,5h,Regular,45,28/06/2018 5:00,1530155105
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,74,4h,Bona,19,5h,Buena,31,28/06/2018 5:00,1530155105
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,59,3h,Bona,26,,,,28/06/2018 5:00,1530155105
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,57,4h,Bona,25,5h,Buena,28,28/06/2018 5:00,1530155105
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,51,4h,Bona,28,5h,Buena,26,28/06/2018 5:00,1530155105
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,4h,Bona,26,5h,Regular,45,28/06/2018 5:00,1530155105
Eixample,Regular,IH,01,08019043,2.1538,41.3853,5h,Buena,69,5h,Bona,19,5h,Regular,44,28/06/2018 6:00,1530158702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,5h,Buena,67,5h,Bona,22,5h,Buena,31,28/06/2018 6:00,1530158702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,59,3h,Bona,26,,,,28/06/2018 6:00,1530158702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,56,5h,Bona,31,5h,Buena,27,28/06/2018 6:00,1530158702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,57,5h,Bona,19,5h,Buena,25,28/06/2018 6:00,1530158702
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,5h,Bona,28,5h,Regular,44,28/06/2018 6:00,1530158702
Eixample,Regular,IH,01,08019043,2.1538,41.3853,6h,Buena,64,6h,Bona,27,6h,Regular,44,28/06/2018 7:00,1530162305
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,6h,Buena,80,6h,Bona,15,6h,Buena,30,28/06/2018 7:00,1530162305
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,59,6h,Bona,21,6h,Buena,27,28/06/2018 7:00,1530162305
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,57,5h,Bona,19,6h,Buena,26,28/06/2018 7:00,1530162305
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,6h,Bona,39,6h,Regular,43,28/06/2018 7:00,1530162305
Eixample,Regular,IH,01,08019043,2.1538,41.3853,7h,Buena,66,7h,Bona,27,7h,Regular,44,28/06/2018 8:00,1530165903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,66,7h,Bona,29,7h,Buena,30,28/06/2018 8:00,1530165903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,41,7h,Bona,33,7h,Buena,27,28/06/2018 8:00,1530165903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,45,7h,Bona,40,7h,Buena,25,28/06/2018 8:00,1530165903
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,7h,Bona,62,7h,Regular,42,28/06/2018 8:00,1530165903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,8h,Bona,37,,,,28/06/2018 9:00,1530169502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,8h,Buena,45,8h,Bona,50,8h,Regular,44,28/06/2018 9:00,1530169502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,42,8h,Bona,58,8h,Buena,30,28/06/2018 9:00,1530169502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,8,8h,Bona,81,,,,28/06/2018 9:00,1530169502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,32,8h,Bona,52,8h,Buena,28,28/06/2018 9:00,1530169502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,33,8h,Bona,49,8h,Buena,25,28/06/2018 9:00,1530169502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,82,8h,Regular,42,28/06/2018 9:00,1530169502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,9h,Bona,41,,,,28/06/2018 10:00,1530173102
Eixample,Regular,IH,01,08019043,2.1538,41.3853,9h,Buena,32,9h,Bona,83,9h,Regular,44,28/06/2018 10:00,1530173102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,9h,Buena,45,9h,Bona,63,9h,Buena,30,28/06/2018 10:00,1530173102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,26,9h,Bona,68,,,,28/06/2018 10:00,1530173102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,59,9h,Bona,33,9h,Buena,28,28/06/2018 10:00,1530173102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,57,9h,Bona,41,9h,Buena,25,28/06/2018 10:00,1530173102
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,9h,Bona,78,9h,Regular,42,28/06/2018 10:00,1530173102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,40,,,,28/06/2018 11:00,1530176703
Eixample,Regular,IH,01,08019043,2.1538,41.3853,10h,Buena,40,10h,Bona,71,10h,Regular,43,28/06/2018 11:00,1530176703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,50,10h,Bona,56,10h,Buena,29,28/06/2018 11:00,1530176703
