FID;Shape;IdStation;Activate;Address;DockBikes;FreeBases;PosicionST;Ligth;Name;NoAvailabl;number;TotalBases;POINT_X;POINT_Y
515;Point;2255;1;Calle Valdesangil, 34 ,;12;12;-3.7166729 40.4684218;2;319 - Valdesangil;0;319;24;-3,716673;40,468422
516;Point;2256;1;Calle María Tubau, 3 ,;20;4;-3.671703587033564 40.51399230680476;1;579 - Maria Tubau - Isabel Colbrand;0;579;24;-3,671704;40,513992
517;Point;2257;1;Calle del Monasterio de Sobrado, nº6,;9;15;-3.6928369999999995 40.5093225;2;602 - Monasterio Sobrado - Monasterio Silos;0;602;24;-3,692837;40,509323
518;Point;2258;1;Calle Ubeda esquina Plaza Virgen de la capilla ,;1;23;-3.7149566 40.4825507;0;600 - Centro Deportivo Municipal La Masó;0;600;24;-3,714957;40,482551
519;Point;2259;1;Avenida de Logroño, 112 ,;18;6;-3.5815033 40.4703472;1;566 - Avenida de Logroño;0;566;24;-3,581503;40,470347
520;Point;2260;1;Calle Playa de Riazor, 65 ,;13;11;-3.5838869 40.47563573;2;565 - Metro Barajas;0;565;24;-3,583887;40,475636
521;Point;2261;1;467 -  Calle Villardondiego  nº32,;6;18;-3.6084888 40.4062361;0;467 - Univ. Rey Juan Carlos - Facultad  CJS;0;467;24;-3,608489;40,406236
522;Point;2262;1;469 - Ladera de los Almendros, 6,;14;10;-3.6229899999999997 40.40343;2;469 - C. Deportivo Mpal Faustina Valladolid;0;469;24;-3,62299;40,40343
523;Point;2263;1;Avenida Real, 3,;8;10;-3.6063672000000007 40.4021519;2;470 - Avenida Real - Galeote;0;470;18;-3,606367;40,402152
524;Point;2264;1;Calle Molino Viejo frente , 14,;0;18;-3.60666 40.396301;0;471 - Molino Viejo - Minerva;0;471;18;-3,60666;40,396301
525;Point;2265;1;Calle Amaltea, 1 ,;16;8;-3.68317 40.394706;2;271 - Amaltea-Meneses;0;271;24;-3,68317;40,394706
526;Point;2266;1;Calle Villablanca 7,;15;8;-3.6078326500000006 40.40894698;2;466 - Villablanca - Vereda del Pinar;0;466;23;-3,607833;40,408947
527;Point;2267;1;Paseo Juan Antonio Vallejo-Nájera Botas, 25 ,;8;15;-3.7082123 40.4020545;2;275 - Juan Antonio Vallejo-Nájera Botas, 25;0;275;23;-3,708212;40,402054
528;Point;2268;1; Avenida de la Aurora Boreal, 19,;4;19;-3.603668 40.399236;0;475 - Aurora Boreal - Minerva;0;475;23;-3,603668;40,399236
529;Point;2269;1;Calle Méndez Álvaro, 73 ,;19;4;-3.6813434600000003 40.39675755;1;274 - Estación Sur Méndez Álvaro A;0;274;23;-3,681343;40,396758
530;Point;2270;1;Calle Nuria nº24,;15;9;-3.7048829999999997 40.491644;2;605 - Nuria - Peña Sirio;0;605;24;-3,704883;40,491644
531;Point;2271;1;Avenida Arcentales (frente Estadio Metropolitano),;8;16;-3.60097542 40.43333298;2;522 - Metro Estadio Metropolitano;0;522;24;-3,600975;40,433333
532;Point;2272;1;Calle Ginebra (esquina con Suecia),;10;14;-3.6048180999999997 40.423893;2;521 - Metro Las Rosas;0;521;24;-3,604818;40,423893
533;Point;2273;1;Intercambiador de Canillejas,;16;8;-3.609553 40.449095;2;508 - Metro Canillejas;0;508;24;-3,609553;40,449095
534;Point;2274;1;Avenida Ciudad de Barcelona (esquina con Plaza de Carlos V),;5;18;-3.690538 40.407573;0;80A - Estación de Atocha A;0;80A;23;-3,690538;40,407573
535;Point;2275;1;Avenida Ciudad de Barcelona (esquina con Plaza de Carlos V),;20;7;-3.6904748 40.4075211;1;80B - Estación de Atocha B;0;80B;27;-3,690475;40,407521
536;Point;2276;1;Calle Adolfo Bioy Casares, 3 ,;19;8;-3.5981935 40.3668504;1;447 - Adolfo Bioy Casares - Las Suertes;0;447;27;-3,598193;40,36685
537;Point;2278;1;Calle San Jenaro, 1,;13;11;-3.7043083000000006 40.3500291;2;412 - Estación de tren de Puente de Alcocer;0;412;24;-3,704308;40,350029
538;Point;2279;1;Calle Diamante, 10 ,;7;17;-3.6877534 40.3532609;0;415 - Diamante - Delmira Agustini;0;415;24;-3,687753;40,353261
539;Point;2280;1;Calle Doctor Martín Arévalo enfrente del N°16 ,;14;10;-3.707413 40.345928;2;413 - Doctor Martín Arévalo;0;413;24;-3,707413;40,345928
540;Point;2281;1;Calle Zapatoca, 8,;15;8;-3.63335803 40.47285235;2;545 - Zapatoca, 8;0;545;23;-3,633358;40,472852
541;Point;2282;1;Plaza Mayor de Barajas, 24,;10;14;-3.5776537 40.4733252;2;567 - Plaza Mayor de Barajas;0;567;24;-3,577654;40,473325
542;Point;2283;1;Calle soto Hidalgo, 3 ,;26;1;-3.5820745 40.4606465;1;563 - Soto Hidalgo;0;563;27;-3,582075;40,460647
543;Point;2285;1;Paseo de Reina Cristina, 6 ,;17;6;-3.6831862 40.4067247;1;281 - Reina Cristina - Julián Gayarre;0;281;23;-3,683186;40,406725
544;Point;2286;1;Ronda de la Comunicación, s/n,;7;16;-3.6626887 40.5157202;0;609 - Metro Ronda de la Comunicación;0;609;23;-3,662689;40,51572
545;Point;2287;1;Calle de Moncada, 102 ,;10;13;-3.692444 40.341725;2;408 - Metro San Cristóbal;0;408;23;-3,692444;40,341725
546;Point;2288;1;Calle Eduardo Barreiros, 114,;9;14;-3.7046436000000003 40.3553495;2;409 - Eduardo Barreiros, 114;0;409;23;-3,704644;40,35535
547;Point;2289;1;Calle Fermín Caballero 2,;8;15;-3.6984849999999994 40.487363;2;606 - Fermín Caballero - Sangenjo;0;606;23;-3,698485;40,487363
548;Point;2290;1;Calle Huerta de Catañeda, 26 ,;8;16;-3.74201882097404 40.40622095698234;2;349 - Huerta de Castañeda 26;0;349;24;-3,742019;40,406221
549;Point;2291;1;calle Gregorio Sánchez Herráez 14,;7;16;-3.6365700000000003 40.477248;0;544 - Gregorio Sánchez Herráez 14;0;544;23;-3,63657;40,477248
550;Point;2292;1;Calle Oña s/n,;12;11;-3.6658565 40.4891872;2;551 - Oña;0;551;23;-3,665856;40,489187
551;Point;2293;1;Calle Ana de Austria, 52 ,;5;22;-3.6531502 40.4994394;0;552 - Ana de Austria - Ignacio Aldecoa;0;552;27;-3,65315;40,499439
552;Point;2294;1;Avenida Fuerzas Armadas (Renfe Valdebebas) ,;10;14;-3.6157178000000005 40.4819961;2;542 - Estación de tren de Valdebebas;0;542;24;-3,615718;40,481996
553;Point;2297;1;Paseo de la Puerta del Ángel, 10 ,;8;11;-3.7345247000000006 40.4167792;2;320 - Metro Lago;0;320;19;-3,734525;40,416779
554;Point;2298;1;Calle Estella, 21,;19;4;-3.6743568 40.4968198;1;608 - Estella - Camino de Santiago;0;608;23;-3,674357;40,49682
555;Point;2299;1;Paseo de los Pontones, 26 ,;2;21;-3.7196 40.4040433;0;278 - Paseo los Pontones - Ps. Melancólicos;0;278;23;-3,7196;40,404043
556;Point;2300;1;Calle luis de Salazar, 16 ,;1;22;-3.6649258000000002 40.4474166;0;289 - Luis de Salazar - Padre Claret;0;289;23;-3,664926;40,447417
557;Point;2301;1;Calle Rafaela Aparicio, 1 ,;12;15;-3.6312178999999998 40.4792396;2;547 - Rafaela Aparicio - Maruja Mallo;0;547;27;-3,631218;40,47924
558;Point;2302;1;Calle de Berrocal, 9 ,;2;25;-3.67615 40.344115;0;402 - Berrocal, 9;0;402;27;-3,67615;40,344115
559;Point;2303;1;Calle Tomás Redondo, 9 ,;11;12;-3.6291380199999996 40.47178414;2;543 - Tomas Redondo;0;543;23;-3,629138;40,471784
560;Point;2304;1;Paseo Virgen del Puerto, 27 ,;1;14;-3.7211780000000005 40.411622;0;277 - Virgen del Puerto;0;277;15;-3,721178;40,411622
561;Point;2305;1;Calle del Tejo, 22 ,;18;5;-3.679186 40.39663;1;272 - Tejo - Parque La Ronda;0;272;23;-3,679186;40,39663
562;Point;2306;1;Avenida Menéndez Pelayo enfrente del nº33 ,;17;6;-3.6787796 40.4181327;1;282 - Parque Retiro - Puerta Reina Mercedes;0;282;23;-3,67878;40,418133
563;Point;2307;1;Calle Mayor , 6,;16;7;-3.7054098 40.416465;2;1 - Metro Sol;0;1;23;-3,70541;40,416465
564;Point;2308;1;Avenida Gran Vía de San Francisco, 6,;8;15;-3.712793282384579 40.40833880815136;2;263 - Gran Vía de San Francisco;0;263;23;-3,712793;40,408339
565;Point;2309;1; Calle Babilonia, 19,;18;5;-3.5882346999999997 40.4675299;1;559 - Calle Babilonia, 19;0;559;23;-3,588235;40,46753
566;Point;2311;1;Camino de Ganapanes, 32-40 ,;6;18;-3.7163093000000003 40.4764797;0;581 - Metro Peñagrande;0;581;24;-3,716309;40,47648
567;Point;2312;1;Calle San Modesto, 44,;6;18;-3.6923396 40.4858012;0;598 - Hospital Ramón y Cajal;0;598;24;-3,69234;40,485801
568;Point;2313;1;Calle Escalona, 2,;0;27;-3.76182259 40.39834576;0;341 - Escalona - Seseña;0;341;27;-3,761823;40,398346
569;Point;2314;1;Calle de Tembleque, 31 ,;4;20;-3.7664844 40.3907438;0;346 - Metro Empalme;0;346;24;-3,766484;40,390744
570;Point;2315;1;Avenida de las Aguilas, 27 ,;16;8;-3.7686029999999997 40.383554;2;347 - Est. tren Mtra Justa Freire-Poli Aluche;0;347;24;-3,768603;40,383554
571;Point;2316;1;Calle Albelda, 6,;24;0;-3.6573666 40.4494225;1;528 - Albelda - Torrelaguna;0;528;24;-3,657367;40,449422
572;Point;2317;1;Paseo de la Venta, 1,;17;10;-3.7528559 40.4077495;2;312 - Metro Batán;0;312;27;-3,752856;40,40775
573;Point;2318;1;Carretera del zoo s/n (metro Casa de Campo) ,;13;14;-3.7610509999999997 40.40316;2;321 - Metro Casa de Campo;0;321;27;-3,761051;40,40316
574;Point;2319;1;Calle Rosas de Aravaca, s/n ,;18;5;-3.7845536000000006 40.4490509;1;310 - Estación de tren de Aravaca;0;310;23;-3,784554;40,449051
575;Point;2320;1;Calle Profesor Aranguren, 1 ,;25;2;-3.7335740000000004 40.448553;1;311 - C. Universitaria - F. Geografía e Histo;0;311;27;-3,733574;40,448553
576;Point;2321;1;Calle Felipe IV, 5 ,;17;6;-3.6919057 40.4152082;1;283 - Museo Nacional del Prado;0;283;23;-3,691906;40,415208
577;Point;2322;1;Avenida Del Partenón, 18 ,;7;16;-3.6138669999999995 40.463861;0;564 - IFEMA B;0;564;23;-3,613867;40,463861
578;Point;2323;1;Calle Caños de San Pedro, 12,;10;13;-3.601920499999999 40.4029976;2;468 - Caños de San Pedro - San Cipriano;0;468;23;-3,60192;40,402998
579;Point;2324;1;465 - Cordel de Pavones, 48,;15;9;-3.619645 40.397375;2;465 - Cordel de Pavones - Bulevar José Prat;0;465;24;-3,619645;40,397375
580;Point;2325;1;Calle Santa Petronila, 7 ,;4;20;-3.692163 40.350985;0;414 - Metro Villaverde Bajo-Cruce;0;414;24;-3,692163;40,350985
581;Point;2326;1;Calle de la Oca, 22 ,;14;10;-3.7335492000000006 40.3894333;2;380 - Oca;0;380;24;-3,733549;40,389433
582;Point;2327;1;Calle Domingo Párraga, 38 ,;11;12;-3.7118182999999996 40.3417533;2;411 - Estación de tren de Villaverde Alto;0;411;23;-3,711818;40,341753
583;Point;2328;1;Calle Jacinto Verdaguer, 12 ,;5;19;-3.7160526116262793 40.39593854704345;0;354 - Jacinto Verdaguer - Lola de Membrives;0;354;24;-3,716053;40,395939
584;Point;2329;1;Calle Santa Pola, 22 ,;21;2;-3.7370276473602226 40.43205131007265;1;318 - C. Deportivo Mpal. José María Cagigal;0;318;23;-3,737028;40,432051
585;Point;2330;1;Avenida Francisco Pi y Margall, 29 ,;2;17;-3.6503543999999994 40.4866354;0;549 - Francisco Pi y Maragall;0;549;19;-3,650354;40,486635
586;Point;2331;1;Paseo de los Melancólicos, 1 ,;10;13;-3.7184815999999996 40.4104448;2;279 - Paseo de los Melancólicos, 1;0;279;23;-3,718482;40,410445
587;Point;2332;1;Calle Carmen de Burgos, 4,;7;16;-3.6847883 40.3575459;0;407 - Carmen de Burgos, 4;0;407;23;-3,684788;40,357546
588;Point;2333;1;Paseo de las Yeserías, 15,;12;10;-3.7099166 40.39900539;2;276 - Paseo de las Yeserías, 15;0;276;23;-3,709917;40,399005
589;Point;2334;1;Calle Illescas, 1 ,;21;6;-3.7656975999999998 40.3970983;1;340 - Illescas - Seseña;0;340;27;-3,765698;40,397098
590;Point;2335;1;Calle Osa de la Vega, 1 ,;3;20;-3.7733810000000005 40.374979;0;342 - Osa de la Vega - Rafael Finat;0;342;23;-3,773381;40,374979
591;Point;2337;1;Calle Alfredo Aleix, 9 ,;8;16;-3.7553916 40.3684767;2;381 - Alfredo Aleix - Mercedes Rodríguez;0;381;24;-3,755392;40,368477
592;Point;2339;1;Calle Valderrebollo, 18 ,;22;1;-3.6276352 40.3743481;1;444 - Valderrebollo, 18;0;444;23;-3,627635;40,374348
593;Point;2340;1;Avenida Del Ensanche de Vallecas, 80 ,;14;13;-3.5993520000000006 40.363376;2;448 - Metro Las Suertes;0;448;27;-3,599352;40,363376
594;Point;2341;1;Calle de los Pinillas, 19,;4;23;-3.6211484999999994 40.3987974;0;472 - Metro Valdebernardo;0;472;27;-3,621148;40,398797
595;Point;2342;1;Calle Villa Blanca, 85 ,;21;6;-3.59888007 40.40500033;1;473 - Villablanca - Parque Forestal Vicálvaro;0;473;27;-3,59888;40,405
596;Point;2343;1;Calle San Cipriano, 71 ,;10;17;-3.596875 40.402255;2;474 - Estación de tren de Vicálvaro;0;474;27;-3,596875;40,402255
597;Point;2347;1;Avenida Gran Vía de Hortaleza, 68 ,;8;15;-3.6468591 40.4682706;2;541 - Metro Pinar del Rey;0;541;23;-3,646859;40,468271
598;Point;2348;1;Calle Andorra, 2 ,;5;18;-3.6467519000000004 40.4628976;0;546 - Andorra - Canillas;0;546;23;-3,646752;40,462898
599;Point;2349;1;Calle del Príncipe Carlos, 54 ,;2;21;-3.6566739999999998 40.4941108;0;550 - Príncipe Carlos, 54;0;550;23;-3,656674;40,494111
600;Point;2350;1;Calle María de Portugal, 44 ,;11;12;-3.658921 40.499909;2;553 - María Portugal - Niceto Alcalá Zamora;0;553;23;-3,658921;40,499909
601;Point;2351;1;Calle Antonio de Cabezón, s/n (Estacion Cercanías Fuencarral),;3;20;-3.6824686999999994 40.5015588;0;601 - Estación de tren de Fuencarral;0;601;23;-3,682469;40,501559
602;Point;2352;1;Calle Castiello de Jaca, nº14 ,;0;23;-3.6782027 40.5091982;0;603 - Castiello de Jaca, 14;0;603;23;-3,678203;40,509198
603;Point;2359;1;Calle Valcarlos, nº20 ,Comunidad de Madrid España;21;6;-3.6641571 40.5051915;1;607 - Metro Ligero - Palas de Rey;0;607;27;-3,664157;40,505192
604;Point;2360;1;Bardegueral nº16,Comunidad de Madrid España;7;16;-3.7719096999999997 40.4501721;0;610 - Bardegueral;0;610;23;-3,77191;40,450172
605;Point;2362;1;Calle Francisco Balseiro, 2 ,Comunidad de Madrid España;0;24;-3.7102736 40.4516819;0;237 - Acueducto de Amaniel;0;237;24;-3,710274;40,451682
606;Point;2365;1;Calle María de las Mercedes de Borbón, 214,;9;14;-3.620114 40.4928683;2;262 - María de las Mercedes de Borbón B;0;262;23;-3,620114;40,492868
607;Point;2366;1;Calle María de las Mercedes de Borbón, 98,;2;21;-3.6121068531215528 40.490908297996654;0;611 - María de las Mercedes de Borbón A;0;611;23;-3,612107;40,490908
608;Point;2368;1;Calle Alicante, nº3 ,;0;0;-3.6939412 40.3941856;3;176 - Plaza de la Beata María Ana de Jesús;1;176;0;-3,693941;40,394186
