TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Urbano por metro;07040 Palma;Viajeros transportados;2020M06;22
Urbano por metro;07040 Palma;Viajeros transportados;2020M05;10
Urbano por metro;07040 Palma;Viajeros transportados;2020M04;4
Urbano por metro;07040 Palma;Viajeros transportados;2020M03;65
Urbano por metro;07040 Palma;Viajeros transportados;2020M02;108
Urbano por metro;07040 Palma;Viajeros transportados;2020M01;84
Urbano por metro;07040 Palma;Viajeros transportados;2019M12;97
Urbano por metro;07040 Palma;Viajeros transportados;2019M11;117
Urbano por metro;07040 Palma;Viajeros transportados;2019M10;159
Urbano por metro;07040 Palma;Viajeros transportados;2019M09;121
Urbano por metro;07040 Palma;Viajeros transportados;2019M08;33
Urbano por metro;07040 Palma;Viajeros transportados;2019M07;63
Urbano por metro;07040 Palma;Viajeros transportados;2019M06;79
Urbano por metro;07040 Palma;Viajeros transportados;2019M05;119
Urbano por metro;07040 Palma;Viajeros transportados;2019M04;95
Urbano por metro;07040 Palma;Viajeros transportados;2019M03;111
Urbano por metro;07040 Palma;Viajeros transportados;2019M02;103
Urbano por metro;07040 Palma;Viajeros transportados;2019M01;76
Urbano por metro;07040 Palma;Viajeros transportados;2018M12;80
Urbano por metro;07040 Palma;Viajeros transportados;2018M11;116
Urbano por metro;07040 Palma;Viajeros transportados;2018M10;102
Urbano por metro;07040 Palma;Viajeros transportados;2018M09;83
Urbano por metro;07040 Palma;Viajeros transportados;2018M08;28
Urbano por metro;07040 Palma;Viajeros transportados;2018M07;48
Urbano por metro;07040 Palma;Viajeros transportados;2018M06;72
Urbano por metro;07040 Palma;Viajeros transportados;2018M05;96
Urbano por metro;07040 Palma;Viajeros transportados;2018M04;77
Urbano por metro;07040 Palma;Viajeros transportados;2018M03;86
Urbano por metro;07040 Palma;Viajeros transportados;2018M02;87
Urbano por metro;07040 Palma;Viajeros transportados;2018M01;64
Urbano por metro;07040 Palma;Viajeros transportados;2017M12;65
Urbano por metro;07040 Palma;Viajeros transportados;2017M11;102
Urbano por metro;07040 Palma;Viajeros transportados;2017M10;81
Urbano por metro;07040 Palma;Viajeros transportados;2017M09;77
Urbano por metro;07040 Palma;Viajeros transportados;2017M08;20
Urbano por metro;07040 Palma;Viajeros transportados;2017M07;35
Urbano por metro;07040 Palma;Viajeros transportados;2017M06;64
Urbano por metro;07040 Palma;Viajeros transportados;2017M05;79
Urbano por metro;07040 Palma;Viajeros transportados;2017M04;55
Urbano por metro;07040 Palma;Viajeros transportados;2017M03;79
Urbano por metro;07040 Palma;Viajeros transportados;2017M02;66
Urbano por metro;07040 Palma;Viajeros transportados;2017M01;49
Urbano por metro;07040 Palma;Viajeros transportados;2016M12;56
Urbano por metro;07040 Palma;Viajeros transportados;2016M11;81
Urbano por metro;07040 Palma;Viajeros transportados;2016M10;78
Urbano por metro;07040 Palma;Viajeros transportados;2016M09;67
Urbano por metro;07040 Palma;Viajeros transportados;2016M08;16
Urbano por metro;07040 Palma;Viajeros transportados;2016M07;27
Urbano por metro;07040 Palma;Viajeros transportados;2016M06;52
Urbano por metro;07040 Palma;Viajeros transportados;2016M05;72
Urbano por metro;07040 Palma;Viajeros transportados;2016M04;74
Urbano por metro;07040 Palma;Viajeros transportados;2016M03;60
Urbano por metro;07040 Palma;Viajeros transportados;2016M02;71
Urbano por metro;07040 Palma;Viajeros transportados;2016M01;48
Urbano por metro;07040 Palma;Viajeros transportados;2015M12;42
Urbano por metro;07040 Palma;Viajeros transportados;2015M11;76
Urbano por metro;07040 Palma;Viajeros transportados;2015M10;87
Urbano por metro;07040 Palma;Viajeros transportados;2015M09;62
Urbano por metro;07040 Palma;Viajeros transportados;2015M08;14
Urbano por metro;07040 Palma;Viajeros transportados;2015M07;31
Urbano por metro;07040 Palma;Viajeros transportados;2015M06;55
Urbano por metro;07040 Palma;Viajeros transportados;2015M05;72
Urbano por metro;07040 Palma;Viajeros transportados;2015M04;70
Urbano por metro;07040 Palma;Viajeros transportados;2015M03;64
Urbano por metro;07040 Palma;Viajeros transportados;2015M02;67
Urbano por metro;07040 Palma;Viajeros transportados;2015M01;47
Urbano por metro;07040 Palma;Viajeros transportados;2014M12;41
Urbano por metro;07040 Palma;Viajeros transportados;2014M11;71
Urbano por metro;07040 Palma;Viajeros transportados;2014M10;87
Urbano por metro;07040 Palma;Viajeros transportados;2014M09;60
Urbano por metro;07040 Palma;Viajeros transportados;2014M08;13
Urbano por metro;07040 Palma;Viajeros transportados;2014M07;30
Urbano por metro;07040 Palma;Viajeros transportados;2014M06;52
Urbano por metro;07040 Palma;Viajeros transportados;2014M05;70
Urbano por metro;07040 Palma;Viajeros transportados;2014M04;64
Urbano por metro;07040 Palma;Viajeros transportados;2014M03;57
Urbano por metro;07040 Palma;Viajeros transportados;2014M02;71
Urbano por metro;07040 Palma;Viajeros transportados;2014M01;48
Urbano por metro;07040 Palma;Viajeros transportados;2013M12;40
Urbano por metro;07040 Palma;Viajeros transportados;2013M11;75
Urbano por metro;07040 Palma;Viajeros transportados;2013M10;88
Urbano por metro;07040 Palma;Viajeros transportados;2013M09;62
Urbano por metro;07040 Palma;Viajeros transportados;2013M08;15
Urbano por metro;07040 Palma;Viajeros transportados;2013M07;31
Urbano por metro;07040 Palma;Viajeros transportados;2013M06;58
Urbano por metro;07040 Palma;Viajeros transportados;2013M05;74
Urbano por metro;07040 Palma;Viajeros transportados;2013M04;64
Urbano por metro;07040 Palma;Viajeros transportados;2013M03;72
Urbano por metro;07040 Palma;Viajeros transportados;2013M02;77
Urbano por metro;07040 Palma;Viajeros transportados;2013M01;50
Urbano por metro;07040 Palma;Viajeros transportados;2012M12;46
Urbano por metro;07040 Palma;Viajeros transportados;2012M11;85
Urbano por metro;07040 Palma;Viajeros transportados;2012M10;83
Urbano por metro;07040 Palma;Viajeros transportados;2012M09;67
Urbano por metro;07040 Palma;Viajeros transportados;2012M08;17
Urbano por metro;07040 Palma;Viajeros transportados;2012M07;37
Urbano por metro;07040 Palma;Viajeros transportados;2012M06;54
Urbano por metro;07040 Palma;Viajeros transportados;2012M05;72
Urbano por metro;07040 Palma;Viajeros transportados;2012M04;69
Urbano por metro;07040 Palma;Viajeros transportados;2012M03;67
Urbano por metro;07040 Palma;Viajeros transportados;2012M02;65
Urbano por metro;07040 Palma;Viajeros transportados;2012M01;45
Urbano por metro;07040 Palma;Variación anual;2025M07;30
Urbano por metro;07040 Palma;Variación anual;2025M06;21,2
Urbano por metro;07040 Palma;Variación anual;2025M05;8,3
Urbano por metro;07040 Palma;Variación anual;2025M04;4,6
Urbano por metro;07040 Palma;Variación anual;2025M03;29,7
Urbano por metro;07040 Palma;Variación anual;2025M02;4,7
Urbano por metro;07040 Palma;Variación anual;2025M01;10,6
Urbano por metro;07040 Palma;Variación anual;2024M12;21,5
Urbano por metro;07040 Palma;Variación anual;2024M11;7,1
Urbano por metro;07040 Palma;Variación anual;2024M10;-1,6
Urbano por metro;07040 Palma;Variación anual;2024M09;-4,3
Urbano por metro;07040 Palma;Variación anual;2024M08;-17,6
Urbano por metro;07040 Palma;Variación anual;2024M07;22
Urbano por metro;07040 Palma;Variación anual;2024M06;1,5
Urbano por metro;07040 Palma;Variación anual;2024M05;11,2
Urbano por metro;07040 Palma;Variación anual;2024M04;36,6
Urbano por metro;07040 Palma;Variación anual;2024M03;-9,4
Urbano por metro;07040 Palma;Variación anual;2024M02;26,7
Urbano por metro;07040 Palma;Variación anual;2024M01;28,1
Urbano por metro;07040 Palma;Variación anual;2023M12;15,3
Urbano por metro;07040 Palma;Variación anual;2023M11;19,5
Urbano por metro;07040 Palma;Variación anual;2023M10;27,1
Urbano por metro;07040 Palma;Variación anual;2023M09;25,1
Urbano por metro;07040 Palma;Variación anual;2023M08;71,5
Urbano por metro;07040 Palma;Variación anual;2023M07;55,3
Urbano por metro;07040 Palma;Variación anual;2023M06;49,2
Urbano por metro;07040 Palma;Variación anual;2023M05;41
Urbano por metro;07040 Palma;Variación anual;2023M04;42,9
Urbano por metro;07040 Palma;Variación anual;2023M03;46
Urbano por metro;07040 Palma;Variación anual;2023M02;88,7
Urbano por metro;07040 Palma;Variación anual;2023M01;62,3
Urbano por metro;07040 Palma;Variación anual;2022M12;53,4
Urbano por metro;07040 Palma;Variación anual;2022M11;46,2
Urbano por metro;07040 Palma;Variación anual;2022M10;48,3
Urbano por metro;07040 Palma;Variación anual;2022M09;86
Urbano por metro;07040 Palma;Variación anual;2022M08;68,3
Urbano por metro;07040 Palma;Variación anual;2022M07;41,8
Urbano por metro;07040 Palma;Variación anual;2022M06;41,4
Urbano por metro;07040 Palma;Variación anual;2022M05;73,6
Urbano por metro;07040 Palma;Variación anual;2022M04;54,1
Urbano por metro;07040 Palma;Variación anual;2022M03;70,6
Urbano por metro;07040 Palma;Variación anual;2022M02;53,9
Urbano por metro;07040 Palma;Variación anual;2022M01;43,5
Urbano por metro;07040 Palma;Variación anual;2021M12;73,8
Urbano por metro;07040 Palma;Variación anual;2021M11;70,9
Urbano por metro;07040 Palma;Variación anual;2021M10;54,6
Urbano por metro;07040 Palma;Variación anual;2021M09;99,4
Urbano por metro;07040 Palma;Variación anual;2021M08;36,5
Urbano por metro;07040 Palma;Variación anual;2021M07;40,7
Urbano por metro;07040 Palma;Variación anual;2021M06;206,8
Urbano por metro;07040 Palma;Variación anual;2021M05;645,2
Urbano por metro;07040 Palma;Variación anual;2021M04;1.294,7
Urbano por metro;07040 Palma;Variación anual;2021M03;27,7
Urbano por metro;07040 Palma;Variación anual;2021M02;-50
Urbano por metro;07040 Palma;Variación anual;2021M01;-43
Urbano por metro;07040 Palma;Variación anual;2020M12;-52,6
Urbano por metro;07040 Palma;Variación anual;2020M11;-38,7
Urbano por metro;07040 Palma;Variación anual;2020M10;-51,2
Urbano por metro;07040 Palma;Variación anual;2020M09;-67,5
Urbano por metro;07040 Palma;Variación anual;2020M08;-46
Urbano por metro;07040 Palma;Variación anual;2020M07;-51,9
Urbano por metro;07040 Palma;Variación anual;2020M06;-72,5
Urbano por metro;07040 Palma;Variación anual;2020M05;-91,4
Urbano por metro;07040 Palma;Variación anual;2020M04;-95,3
Urbano por metro;07040 Palma;Variación anual;2020M03;-41,6
Urbano por metro;07040 Palma;Variación anual;2020M02;5,5
Urbano por metro;07040 Palma;Variación anual;2020M01;11,1
Urbano por metro;07040 Palma;Variación anual;2019M12;20,9
Urbano por metro;07040 Palma;Variación anual;2019M11;1,1
Urbano por metro;07040 Palma;Variación anual;2019M10;55,2
Urbano por metro;07040 Palma;Variación anual;2019M09;46,4
Urbano por metro;07040 Palma;Variación anual;2019M08;19,1
Urbano por metro;07040 Palma;Variación anual;2019M07;29,7
Urbano por metro;07040 Palma;Variación anual;2019M06;9,3
Urbano por metro;07040 Palma;Variación anual;2019M05;23,5
Urbano por metro;07040 Palma;Variación anual;2019M04;23,8
Urbano por metro;07040 Palma;Variación anual;2019M03;28,9
Urbano por metro;07040 Palma;Variación anual;2019M02;17,8
Urbano por metro;07040 Palma;Variación anual;2019M01;17,9
Urbano por metro;07040 Palma;Variación anual;2018M12;23,8
Urbano por metro;07040 Palma;Variación anual;2018M11;14,4
Urbano por metro;07040 Palma;Variación anual;2018M10;26,3
Urbano por metro;07040 Palma;Variación anual;2018M09;6,7
Urbano por metro;07040 Palma;Variación anual;2018M08;41
Urbano por metro;07040 Palma;Variación anual;2018M07;38,3
Urbano por metro;07040 Palma;Variación anual;2018M06;12,2
Urbano por metro;07040 Palma;Variación anual;2018M05;21,4
Urbano por metro;07040 Palma;Variación anual;2018M04;40,7
Urbano por metro;07040 Palma;Variación anual;2018M03;8,5
Urbano por metro;07040 Palma;Variación anual;2018M02;31,4
Urbano por metro;07040 Palma;Variación anual;2018M01;30,2
Urbano por metro;07040 Palma;Variación anual;2017M12;16,8
Urbano por metro;07040 Palma;Variación anual;2017M11;25,1
Urbano por metro;07040 Palma;Variación anual;2017M10;3,2
Urbano por metro;07040 Palma;Variación anual;2017M09;16
Urbano por metro;07040 Palma;Variación anual;2017M08;26,1
Urbano por metro;07040 Palma;Variación anual;2017M07;29,9
Urbano por metro;07040 Palma;Variación anual;2017M06;23,8
Urbano por metro;07040 Palma;Variación anual;2017M05;10,1
Urbano por metro;07040 Palma;Variación anual;2017M04;-25,9
Urbano por metro;07040 Palma;Variación anual;2017M03;30,8
Urbano por metro;07040 Palma;Variación anual;2017M02;-6,6
Urbano por metro;07040 Palma;Variación anual;2017M01;3,5
Urbano por metro;07040 Palma;Variación anual;2016M12;32,7
Urbano por metro;07040 Palma;Variación anual;2016M11;7
Urbano por metro;07040 Palma;Variación anual;2016M10;-9,6
Urbano por metro;07040 Palma;Variación anual;2016M09;6,9
Urbano por metro;07040 Palma;Variación anual;2016M08;14,3
Urbano por metro;07040 Palma;Variación anual;2016M07;-12,4
Urbano por metro;07040 Palma;Variación anual;2016M06;-6
Urbano por metro;07040 Palma;Variación anual;2016M05;-0,3
Urbano por metro;07040 Palma;Variación anual;2016M04;6,1
Urbano por metro;07040 Palma;Variación anual;2016M03;-4,8
Urbano por metro;07040 Palma;Variación anual;2016M02;5,9
Urbano por metro;07040 Palma;Variación anual;2016M01;0,9
Urbano por metro;07040 Palma;Variación anual;2015M12;2,8
Urbano por metro;07040 Palma;Variación anual;2015M11;6,2
Urbano por metro;07040 Palma;Variación anual;2015M10;-0,4
Urbano por metro;07040 Palma;Variación anual;2015M09;4,2
Urbano por metro;07040 Palma;Variación anual;2015M08;4
Urbano por metro;07040 Palma;Variación anual;2015M07;1,7
Urbano por metro;07040 Palma;Variación anual;2015M06;5,5
Urbano por metro;07040 Palma;Variación anual;2015M05;2,9
Urbano por metro;07040 Palma;Variación anual;2015M04;8,3
Urbano por metro;07040 Palma;Variación anual;2015M03;10,5
Urbano por metro;07040 Palma;Variación anual;2015M02;-5,4
Urbano por metro;07040 Palma;Variación anual;2015M01;-0,7
Urbano por metro;07040 Palma;Variación anual;2014M12;0,6
Urbano por metro;07040 Palma;Variación anual;2014M11;-5,4
Urbano por metro;07040 Palma;Variación anual;2014M10;-1,1
Urbano por metro;07040 Palma;Variación anual;2014M09;-3
Urbano por metro;07040 Palma;Variación anual;2014M08;-10,7
Urbano por metro;07040 Palma;Variación anual;2014M07;-3,7
Urbano por metro;07040 Palma;Variación anual;2014M06;-9,8
Urbano por metro;07040 Palma;Variación anual;2014M05;-5,4
Urbano por metro;07040 Palma;Variación anual;2014M04;0
Urbano por metro;07040 Palma;Variación anual;2014M03;-20,4
Urbano por metro;07040 Palma;Variación anual;2014M02;-8,5
Urbano por metro;07040 Palma;Variación anual;2014M01;-5,7
Urbano por metro;07040 Palma;Variación anual;2013M12;-11,2
Urbano por metro;07040 Palma;Variación anual;2013M11;-11,2
Urbano por metro;07040 Palma;Variación anual;2013M10;5,5
Urbano por metro;07040 Palma;Variación anual;2013M09;-7,2
Urbano por metro;07040 Palma;Variación anual;2013M08;-14,4
Urbano por metro;07040 Palma;Variación anual;2013M07;-14,5
Urbano por metro;07040 Palma;Variación anual;2013M06;6,4
Urbano por metro;07040 Palma;Variación anual;2013M05;3,2
Urbano por metro;07040 Palma;Variación anual;2013M04;-7,2
Urbano por metro;07040 Palma;Variación anual;2013M03;8,3
Urbano por metro;07040 Palma;Variación anual;2013M02;18,2
Urbano por metro;07040 Palma;Variación anual;2013M01;11,5
Urbano por metro;07040 Palma;Variación anual;2012M12;12,3
Urbano por metro;07040 Palma;Variación anual;2012M11;23,8
Urbano por metro;07040 Palma;Variación anual;2012M10;91,4
Urbano por metro;07040 Palma;Variación anual;2012M09;98,1
Urbano por metro;07040 Palma;Variación anual;2012M08;-26,3
Urbano por metro;07040 Palma;Variación anual;2012M07;22
Urbano por metro;07040 Palma;Variación anual;2012M06;15,5
Urbano por metro;07040 Palma;Variación anual;2012M05;62
Urbano por metro;07040 Palma;Variación anual;2012M04;1,2
Urbano por metro;07040 Palma;Variación anual;2012M03;-27,8
Urbano por metro;07040 Palma;Variación anual;2012M02;0,1
Urbano por metro;07040 Palma;Variación anual;2012M01;-30,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M07;14,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M06;12,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M05;11,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M04;12,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M03;15,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M02;7,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2025M01;10,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M12;9,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M11;8,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M10;8,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M09;9,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M08;12,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M07;14,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M06;13,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M05;15,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M04;17,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M03;11,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M02;27,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2024M01;28,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M12;39,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M11;41,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M10;45,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M09;49
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M08;53,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M07;52,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M06;52,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M05;53,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M04;57,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M03;62
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M02;76,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2023M01;62,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M12;56,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M11;56,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M10;58,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M09;61,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M08;57
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M07;56,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M06;57,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M05;61,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M04;57,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M03;58,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M02;49
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2022M01;43,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M12;48,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M11;46,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M10;42,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M09;40,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M08;33,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M07;33,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M06;32,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M05;18,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M04;-5,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M03;-28,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M02;-46,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2021M01;-43
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M12;-50,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M11;-50,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M10;-52,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M09;-52,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M08;-49,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M07;-49,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M06;-49,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M05;-46
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M04;-31,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M03;-11,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M02;7,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2020M01;11,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M12;24,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M11;25
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M10;28,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M09;24,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M08;21,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M07;21,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M06;20,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M05;22,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M04;22,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M03;21,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M02;17,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2019M01;17,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M12;21,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M11;21,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M10;22,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M09;22,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M08;24,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M07;24,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M06;22,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M05;24,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M04;25,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M03;21,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M02;30,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2018M01;30,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M12;10,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M11;9,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M10;7,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M09;8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M08;6,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M07;6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M06;4,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M05;1,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M04;-1,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M03;8,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M02;-2,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2017M01;3,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M12;2,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M11;0,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M10;-0,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M09;0,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M08;0,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M07;-0,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M06;0,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M05;1,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M04;2,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M03;0,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M02;3,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2016M01;0,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M12;3,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M11;3,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M10;2,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M09;3,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M08;3,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M07;3,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M06;3,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M05;3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M04;3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M03;1,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M02;-3,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2015M01;-0,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M12;-6,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M11;-6,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M10;-6,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M09;-7,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M08;-8,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M07;-8,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M06;-8,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M05;-8,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M04;-9,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M03;-12,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M02;-7,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2014M01;-5,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M12;0,1
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M11;0,9
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M10;2,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M09;2,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M08;3,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M07;4,4
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M06;6,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M05;6,3
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M04;7,2
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M03;12,8
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M02;15,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2013M01;11,5
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2012M12;13,6
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2012M11;13,7
Urbano por metro;07040 Palma;Variación de la media en lo que va de año;2012M10;12,4
