test-ins - Madrid Innova;;;;;;;;;
Evento;Espacio;Tipo;Fecha;Hora Inicio;Hora Fin;Ponente;Dirigido a;inscritos;Descripción
Ayudas del CDTI para startups de base tecnológica;Puerta innovación;Taller;09-02-2023;11:00;12:30;Emilio Iglesias Cadarso,  Jefe de área del Departamento de Promoción Institucional y Cooperación Territorial CDTI;Emprendedores;36;Las startups de base tecnológica son aquellas que crean valor a través de su propio conocimiento científico y técnico. Si la tuya es una de ellas y buscas programas y ayudas específicas te traemos un ponente que puede ayudarte a encontrarlas. Acude a este encuentro con el  Jefe de área del Departamento de Promoción Institucional y Cooperación Territorial CDTI, Emilio Iglesias Cadarso, quien os dará a conocer diferentes fuentes para financiar vuestro proyecto de la mano de CDTI, ya sean fondos nacionales u otras ayudas con fondos europeos. Conoce el programa INNVIERTE, que promueve la innovación empresarial mediante el apoyo a la inversión de capital riesgo y el programa NEOTEC, que apuesta por estrategias de negocio basadas en el desarrollo de tecnología con creación de líneas I+D+I propias. También se darán a conocer otras ayudas internacionales con Fondos europeos como EIC Acelerator y Eurostar, apúntate y consulta tus dudas en primera persona. Sobre el ponente: Con intención de contribuir a la mejora del nivel tecnológico de las empresas españolas, el CDTI-E.P.E. es una entidad pública empresarial, dependiente del Ministerio de Ciencia e Innovación que promueve la innovación y el desarrollo tecnológico de las empresas españolas. Esta entidad es la que canaliza las solicitudes de ayuda y apoyo a los proyectos de I+D+I de empresas españolas en los ámbitos estatal e internacional. Concede a la empresa ayudas económicas propias y facilita el acceso a la de terceros para realizar proyectos de investigación y desarrollo. Formato presencial, Centro Puerta Innovación, Calle de Toledo 110, Madrid. Fecha y hora: Jueves  09 de febrero, de 11:00 - 12:30 horas.
Inteligencia artificial colectiva para transformar tu startup;Puerta innovación;Taller;07-02-2023;17:00;18:00;Felipe García, CEO y fundador de Knowdle AI Financial Technologies;Emprendedores;12;¿Sabes en qué consiste la inteligencia artificial? ¿Sabrías aplicarla en tu startup? Este evento presencial tiene las claves para ayudarte a hacerlo.  Conoce las bases de la inteligencia artificial colectiva, qué es y cómo poder aplicarla junto con la red neuronal, las bases del conocimiento y mucho más de la mano de un experto en Internet, Inteligencia Artificial e ingeniería del conocimiento, CEO y fundador de Knowdle AI Financial Technologies, Felipe García.  Este ponente te enseñará a escalar y a valorar tu proyecto con diferentes herramientas para que puedas transformar tu startup en esta nueva sesión presencial, ¿contamos contigo? Sobre el ponente: Knowdle AI Financial Technologies es una aplicación que desarrolla inteligencia artificial, es una aceleradora de startups que aplica su tecnología de AI colectiva al mundo financiero. Formato presencial, Centro Puerta Innovación, Calle de Toledo 110, Madrid. Fecha y hora: Martes 7 de febrero de 17:00 - 18:00 horas.
Fórmate en Analítica Avanzada de Datos con Datamecum: Datalfabetismo ¿necesario?;Puerta innovación;Conferencia;02-02-2023;19:30;20:30;Rocío Saenz, Juan Carlos Aguero, Ruth Gamero y Emilio Soria-Olivas;Emprendedores;0;Datamecum inicia en marzo su formación online de 200h en Data Science y nos lo contarán en persona en Puerta Innovación.  Para entender por qué es importante no ser un analfabeto digital, contaremos con la presencia de:  -Rocío Sáenz, Directora Global en BT Salud.  -Juan-Carlos Aguero, Responsable Senior de Ciberseguridad en Evolutio.  -Ruth Gamero, Responsable de Desarrollo y Operaciones en Datamecum.  -Emilio Soria-Olivas, Catedrático en la Universidad de Valencia, iniciador del Grado de Ciencia de Datos, Máster Oficial en Ciencia de Datos, Máster Propio en Inteligencia Artificial Avanzada y Aplicada, Máster Propio en Deep Learning en la Universidad de Valencia y cofundador de Datamecum.  ¡Formato presencial! Calle de Toledo, 110. Madrid. (Metro más cercano Puerta de Toledo).  Jueves 2 de febrero 19:30-20:30 horas + Networking tras el evento  Inscríbete AQUÍ
Presentación del Manifiesto de la Movilidad Activa;iLAB;Conferencia;01-02-2023;10:30;13:00;Alianza de Innovación y El Futuro de la Movilidad;Emprendedores;0;"SIGUE EL EVENTO POR STREAMING AQUÍ  Acto de presentación del Manifiesto de la Movilidad Activa, que recoge una visión compartida en torno al presente y futuro de la movilidad activa y saludable. Organizado por la Alianza de innovación y colaboración público-privada ‘El Futuro de la Movilidad’ y con la estrecha participación de ayuntamientos, asociaciones, empresas y startups, el Manifiesto supone una referencia para desplegar líneas de actuación que permitan avanzar hacia ciudades más habitables, saludables y sostenibles. Las siguientes organizaciones, públicas y privadas, han participado en el proceso de elaboración de este manifiesto: Ministerio de Transportes, Movilidad y Agenda Urbana; Ministerio de Sanidad; Ayuntamientos de Alcorcón, Madrid, Las Rozas, Elche y Sevilla; Diputación Foral de Bizkaia; EMT de Madrid; Decathlon; Red de Ciudades por la Bicicleta; Red de Ciudades que Caminan; Coordinadora Andando; Coordinadora en Defensa de la Bici (CONBICI); Asociación de Marcas y Bicicletas de España (AMBE); Livall; Bird; Aire Mobility; Wifly; Gocleer; y Ciclosfera. Agenda de la jornada: 10:30h. Palabras de bienvenida e introducción a la jornada.  Sergio Díez. El Futuro de la Movilidad.    10:40h. Por qué un Manifiesto de la Movilidad Activa.  Luis Morales. Responsable de Relaciones Externas. El Futuro de la Movilidad. Antonio Pérez Peña. Coordinador de la Oficina de la Bicicleta. Ministerio de Transportes, Movilidad y Agenda Urbana. Ana Gil Luciano. Jefa de Área de Promoción de la Salud y Equidad. Ministerio de Sanidad. Íñigo García Fernández. Director de Desarrollo Sostenible. Decathlon España.    11:00h. Las Entidades Locales ante la movilidad activa: retos y casos de éxito.  Antoni Poveda. Presidente de la Red de Ciudades por la Bicicleta. Ana Montalbán. Secretaria técnica de la Red de Ciudades que Caminan. Mª Dolores Ortíz. DG de Planificación de Infraestructuras para la Movilidad. Ayuntamiento de Madrid. Esther Díez. Concejala de Movilidad. Ayuntamiento de Elche. Ángel Anero. DG de Movilidad Sostenible. Diputación Foral de Bizkaia.    11:45h. El papel de la sociedad civil en la promoción de la movilidad activa. Modera: Jaime Novo, Ciclosfera.  Laura Vergara. Coordinadora en Defensa de la Bicicleta (CONBICI). Jesús Freire. Asociación de Marcas y Bicicletas de España (AMBE). Sonia Jichi. Coordinadora Andando.    12:15h. Soluciones e innovaciones que ayudan a la movilidad activa.  Manuel Marín. Livall Europe. Andrés Herrera. Gocleer. Esther Rabadán. Aire Mobility. Carlos Aguado. Wifly. Antonio Relaño. Bird.    13:00h. Palabras de cierre.  Luis Morales. El Futuro de la Movilidad."
¿Aterrizas como puedes? Páginas de destino que convierten;Puerta innovación;Taller;26-01-2023;18:30;20:30;Jorge Bañón, webmaster y Sebastián Eceverri experto en diseño y desarrollo web;Emprendedores;0;Todo lo que necesitas saber sobre landing pages y el uso efectivo que puedes darles para sacar el máximo partido a tu empresa está en este taller gratuito de Elementor Madrid, ¿quieres saber por qué? Además de contarte para qué sirve una landing page y cómo puedes hacer una, el webmaster Jorge Bañón te explicará la anatomía de una landing page, cómo puedes proceder al desistimiento del usuario, acciones posteriores al envío del formulario e integraciones del mismo. Después el experto en diseño y desarrollo web, Sebastián Echeverri, te mostrará cómo crear páginas de destino de la mano de Elementor, además de fomentar el networking entre la comunidad emprendedora en la que tendrá lugar la ponencia, nuestro centro Puerta Innovación. Inscríbete en ESTE ENLACE. Formato presencial, Centro Puerta Innovación, Calle de Toledo 110, Madrid. Fecha y hora: Jueves 26 de enero a las 18:30.  
Calendario 2023 de subvenciones para proyectos I+D+i;iLAB;Taller;25-01-2023;12:00;13:00;Alejandro García de la Peña e Irene Delgado de Aliot Innovación;Emprendedores;15;¡Si este año buscas aplicar a las nuevas convocatorias de ENISA, NEOTEC o CDTI, esta sesión es para ti! En este taller presencial de 60 minutos conocerás ?? cuáles son las principales ayudas para startups y proyectos I+D+i a las que puedes postular, sus requisitos y qué subvenciones encajan mejor con tu proyecto. ?? Alejandro García de la Peña e Irene Delgado de Aliot Innovación, consultora experta en financiación de proyectos I+D+i ?? Biblioteca International Lab (Calle de Bailén 41). ¡Te esperamos!
Cómo financiar el crecimiento con la sesión formativa del Programa 'Cluster Local en Energía Inteligente';Puerta innovación;Formación;25-01-2023;16:00;17:00;Emilio Iglesias, Jefe de la Dirección de Programas de la UE y Cooperación Territorial CDTI;Emprendedores;0;??Te presentamos un proyecto para conocer herramientas formativas y de movilidad que permitan crecer a la pequeña y mediana empresa de ingeniería. Con este programa que la Universidad de Alcalá (UAH) ha realizado junto a otras universidades con el apoyo de la Comisión Europea con el programa Erasmus+ podrás participar en ecosistemas que faciliten el crecimiento sostenible en el tiempo de las pymes. Mediante 'Cluster local en energía inteligente' la UAH trabaja en la creación de un cluster o agrupación de pymes en energías inteligentes y eficientes y pretende habilitar un programa de movilidad para visitar virtualmente a compañías e investigadores de los mismos y poder establecer contactos que promuevan la internacionalización, el trabajo en propuestas conjuntas, etc. En esta sesión el Jefe de la Dirección de Programas de la UE y Cooperación Territorial CDTI, Emilio Iglesias, será quien explique Cómo financiar el crecimiento de un proyecto fomentando el crecimiento y la expansión de las pymes. ¿Quieres financiar tu crecimiento? ¿Conoces el talento de las empresas? ¿Te gustaría colaborar con otros clusters y ecosistemas empresariales? Si es así, este taller presencial te interesa. ?? ¡Formato online!   Miércoles 25 de enero 16:00-17:00 horas. Inscríbete mandando un email a sme.cluster.growth@uah.es
Martes de Design Thinking;iLAB;Taller;24-01-2023;18:30;20:30;Design Thinking España;Emprendedores;0;
Cómo utilizar la oratoria para hacer crecer tu empresa;Puerta innovación;Taller;24-01-2023;18:30;19:30;Mario Caira, coach - capacitador en Comunicación Empresarial y Oratoria;Emprendedores;18;Uno de los pasos más importantes en emprendimiento no es solo tener una idea que nos lleve a iniciar un proyecto exitoso, sino saber comunicarla tanto a nuestro equipo como a nuestro potencial cliente ideal. Si quieres mejorar la forma en la que te comunicas y hacer crecer tu empresa deberás contar con herramientas como las que nos trae el ponente de nuestro próximo taller, Mario Caira, Coach - Capacitador en Comunicación Empresarial y Oratoria, docente universitario y periodista. Con él aprenderás a comunicar efectivamente y a plicar de inmediato las herramientas necesarias para que tu actividad profesional y personal evolucione hacia tus objetivos. Mejorarás tu imagen y llegarás de forma concisa y correcta a todos los agentes que forman parte del proceso del emprendimiento, desde tu propio equipo hasta tus inversores, medios de comunicación, patrocinadores y clientes finales. Apúntate a este taller gratuito y envía mensajes de forma eficaz, te esperamos. Sobre el ponente: Mario Caira es Coach - Capacitador en Comunicación Empresarial y Oratoria, Docente Universitario en la Universidad de Palermo en las carreras de periodismo e ingeniería, conductor de programas de radio y tv, presentador y moderador de eventos. Formato: presencial. Fecha y hora: Martes 24 de enero 18:30-19:30 horas.
Oportunidades y retos en deep tech para el ecosistema madrileño;Puerta innovación;Conferencia;19-01-2023;10:00;12:30;Carlos Langeberg Gavilán, Daniel González Muñoz, Emilio Iglesias Cadarso, Oihana Basilio y David Márquez.;Emprendedores;0;??Desde la Comunidad de Madrid y el Ayuntamiento de Madrid, a través de la Fundación Madrid+d junto a Madrid Innovation Driven Ecosystem (MIDE), te invitamos a los InnoDays Madrid. Cada mes se realiza una nueva sesión temática y de conexión, con diferentes temas de interés para el ecosistema madrileño de innovación y emprendimiento. Este mes el tema central es el #Deeptech y en esta sesión conocerás las principales tendencias, oportunidades y retos de la citada tecnología para nuestro ecosistema, así como casos de éxito y posibles oportunidades de negocio. Para ello nos acompañará un panel de expertos invitados: ?? Carlos Langeber Gavilán, catalizador de Innovación DEEPTECH. ?? Daniel González Muñoz, experto en recubrimiento de superficies con nanopartículas, CEO y Doctor en Fotocatálisis y Nanociencia.   ??Emilio Iglesias Cadarso, Jefe de área, departamento de Promoción Institucional y Cooperación Territorial en el Centro para el Desarrollo Tecnológico Industrial (CDTI). ??Oihana Basilio, MITii-Fundación Rafael del Pino en el Instituto de Tecnología de Massachusetts y profesora de la Universidad Autónoma de Madrid en el área del emprendimiento en deep-tech. Todos ellos moderados por ??David Márquez, CEO de MIDE. ¿Contamos contigo? ?? ¡Formato en streaming con participación presencial limitada! Si quieres acudir presencialmente INSCRÍBETE AQUÍ. ?? Jueves 19 de enero de 10:00-12:30 horas.  
Encuentro mensual NSCoder Night Madrid: 'Clean SwiftUI, si Jobs quiere';Puerta innovación;Taller;18-01-2023;19:00;20:50;Carlos García, experto en movilidad (iOS) en NTT Data;Emprendedores;0;De la mano de NSCoder Night Madrid os presentamos esta sesión para albergar en nuestro centro un evento mensual en el que personas con inquietudes en desarrollo y diseño de aplicaciones para iOS y Mac OS X se reúnen en un ambiente informal y relajado. En esta ocasión, se desarrollará una arquitectura CLEAN y las diferentes formas para aplicar una arquitectura en un desarrollo iOS con SwiftUI de la mano de Carlos  García González, experto en movilidad (iOS) en NTT Data. Apúntate a este networking donde escuchar y compartir experiencias para avanzar hacia esa arquitectura única, inigualable y top para tus proyectos laborales y personales, ¿contamos contigo? Accede aquí al enlace de inscripción.      
Opciones de Innovación e Inversión entre Hong Kong y Singapur;Puerta innovación;Formación;17-01-2023;17:00;18:00;Alfonso Ballesteros, Fundador y Consultor Senior de Desarrollo de Negocio de Crossbow Consulting;Emprendedores;12;¿Crees que tu proyecto tiene potencial internacional? ¿Quieres emprender en Asia y no consigues decidirte? Si estás planteándote crecer en Hong Kong o Singapur este webinar gratuito te interesa.  Conoce las similitudes y diferencias entre Hong Kong y Singapur, los dos grandes centros de negocio del citado continente, su rol en la región y cómo puedes utilizarlos para escalar de la mano de Alfonso Ballesteros, Fundador y Consultor Senior de Desarrollo de Negocio de Crossbow Consulting.  Esta sesión es la segunda entrega del ciclo sobre emprendimiento en Asia, para ampliar la información de la primera edición 'Conoce el ecosistema de innovación e inversión en Hong Kong' que te presentamos en octubre. Analizaremos las fortalezas y verticales clave de ambas regiones y el papel que juegan estas ciudades para acceder a nuevos mercados y lograr nuevos partners o inversores.  ??? Sobre el ponente: Crossbow Consulting proporciona servicios on-demand individualizados para startups, corporates y VC, entre otros, así como programas para que estos colaboren a través de Bootcamps y programas de aceleración uniendo ecosistemas.  ?? ¡Formato online!  Martes 17 de enero de 17:00-18:00 horas.
Alternativas de financiación para tu proyecto i+d+i;Puerta innovación;Taller;15-12-2022;18:30;20:00;Álvaro Lara Sánchez, experto en Partnership and Strategic Alliances en Leyton;Emprendedores;3;??Existen alternativas de financiación más allá del sector bancario y los fondos de inversión, pero no todo el mundo tiene información sobre ellas.  Uno de los principales retos a los que se enfrentan las startups es el acceso a la financiación y la optención de capital, algo que puede ser motivo de frustración, especialmente en las primeras fases del ciclo de vida de una empresa.  Por eso te traemos este evento presencial gratuito de la mano de Álvaro Lara Sánchez, experto en Partnership and Strategic Alliances en Leyton, que va a darte a conocer no solo Deducciones, Bonificaciones y Fiscalidad Local, sino ayudas autonómicas, nacionales y europeas como una opción más precisa para obtener músculo financiero y transformar nuestra idea en el proyecto exitoso que queremos que sea.  Además, el ponente realizará una mentoría personalizada y gratuita a aquellas startups que acudan al evento, ¡contamos contigo! ???Sobre el ponente: Leyton, es una firma de consultoría global especializada en financiación de la innovación dedicada a ayudar a las empresas a mejorar su rendimiento operacional.  ??¡Formato presencial!  ?? Martes 13 de diciembre 18:30-20:00 horas.
Cómo validar tu startup para conseguir facturación en el mercado.;Puerta innovación;Taller;13-12-2022;18:00;19:00;Blash Design,;Emprendedores;9;¿Has encontrado una idea pero no estás seguro de que su utilidad pueda resolver un problema que haya en el mercado? ¿Dudas de que pueda realizarse? Si quieres validar tu startup e identificar su potencial este evento presencial gratuito te interesa. Gestiona tu proyecto de forma adecuada, sabiendo de antemano que la idea que quieres llevar a cabo puede conseguir facturación en el mercado y no sólo tiene sentido realizarla, sino que obtendrás beneficios con ella. De la mano de Antonio Fernández Olombrada, Ingeniero en diseño Industrial, mentor de empresas y especialista en la validación, creación y lanzamiento al mercado de nuevos productos y servicios, y de Alberto Vera, experto enfocado en la investigación, innovación, digitalización y experiencia de usuario y cliente, respectivamente los CEO y CTO en Blash Design, aprenderás a: ??Validar tu idea de negocio. ??Descubrir la deseabilidad de tu potencial cliente. ??Encontrar la viabilidad de tu startup. ???Sobre el ponente: Blash Design, es una consultora que ha desarrollado su propio programa de lanzamiento y aceleración de negocios donde mentores en emprendimiento te acompañan para ayudarte a facturar tu proyecto. Formato: presencial. Fecha y hora: Martes 13 de diciembre 18:00-19:00 horas.  
Trabaja con Universidades con la sesión formativa del programa 'Cluster Local en Energía Inteligente';Puerta innovación;Taller;13-12-2022;16:00;17:00;Antonio Abellán, Coordinador de la Oficina de Transferencia de Resultados de Investigación de la Universidad de Alcalá;Emprendedores;0;??Te presentamos un proyecto para conocer herramientas formativas y de movilidad que permitan crecer a la pequeña y mediana empresa de ingeniería.  Con este programa que la Universidad de Alcalá (UAH) ha realizado junto a otras universidades con el apoyo de la Comisión Europea con el programa Erasmus+ podrás participar en ecosistemas que faciliten el crecimiento sostenible en el tiempo de las pymes.  Mediante 'Cluster local en energía inteligente' la UAH trabaja en la creación de un cluster o agrupación de pymes en energías inteligentes y eficientes y pretende habilitar un programa de movilidad para visitar virtualmente a compañías e investigadores de los mismos y poder establecer contactos que promuevan la internacionalización, el trabajo en propuestas conjuntas, etc.  ¿Quieres trabajar con universidades? ¿Sabrías internacionalizarte de forma correcta? ¿Te gustaría colaborar con otros clusters y ecosistemas empresariales? Si es así, este taller presencial te interesa.  ??¡Formato presencial! Calle de Toledo, 110. Madrid. (Metro más cercano Puerta de Toledo). ?? Martes 13 de diciembre 16:00-17:00 horas.  Inscríbete mandando un email a sme.cluster.growth@uah.es
Webinar iLAB: Técnicas prácticas para expandir tu negocio;iLAB;Taller;29-11-2022;17:00;18:00;Diego Enríquez, Fundador de Holistic Mobility Services en Latinoamérica.;Emprendedores;22;¡Si eres emprendedor, no te pierdas este nuevo webinar gratuito!   ?? Martes 29 de noviembre,17:00 a 18:00 horas.   En esta sesión aprenderás cómo diseñar una estrategia para introducir nuevos productos al mercado y cómo expandirse a través de nuevos canales de venta e internacionalizando el negocio. Hablaremos sobre: ?? Modelización del nuevo negocio ?? Priorización de ideas ?? Plan de negocios ?? Implementación ?? Estrategia comercial Ponente: Diego Enríquez, experto en ingeniería de negocio. Asesora a pymes y startups para potenciar las ganancias de sus empresas. Fundador de Holistic Mobility Services en Latinoamérica.
Convierte tu perfil de linkedin en un perfil emprendedor;Puerta innovación;Formación;28-11-2022;10:30;16:16;Cristina Rojas;Emprendedores;0;Detalles  ¡Apúntate a este webinar y sácale el mayor partido a tu red social!  ??Aprende a optimizar tu perfil en LinkedIn y a llegar a tu cliente objetivo. Si aún no sabes cómo sacar el mayor rendimiento de esta red social, este webinar gratuito es para ti. Te enseñaremos cómo sacar el mayor partido a la red social número uno para emprendedores a través de tu perfil y, además, te asesoraremos sobre: -Elementos básicos que debe tener tu perfil. -Los 5 errores más comunes que no debes cometer. -3 secretos para que tu perfil te ayude a llegar a tu cliente ideal. El webinar será llevado a cabo por Cristina Rojas, experta en Marketing B2B y Linkedin. ???Sobre el ponente: Cristina Rojas ayuda a emprendedores, startups y empresas B2B a conseguir clientes a través de LinkedIn.  ¡Formato online! ?? Jueves 30 de junio 17-18 horas.
Conoce los beneficios y ayudas del emprendimiento en Economía Social;Puerta innovación;Formación;17-11-2022;12:00;13:00;José Vidal García Alonso, Director Gerente de FECOMA;Emprendedores;0;??No importa si ya tienes una startup o si estás pensando en emprender, te traemos un taller gratuito para orientar tu proyecto a actividades humanas con un control equitativo y sostenible para que contribuyas a la creación de empleo estable y digno. De la mano de José Vidal García Alonso, Director Gerente de la Federación de Cooperativas y de la Economía Social de Madrid (FECOMA) conocerás los beneficios y ayudas del emprendimiento en economía social: ??Cooperativas.  ??Sociedades Laborales. ??Fundaciones y Asociaciones. Descubre no solo cómo emprender en este sector, sino qué ayudas y subvenciones tienes a tu disposición. ???Sobre el ponente: La Federación de Cooperativas y de la Economía Social de Madrid (FECOMA) representa los intereses de las organizaciones de la Economía Social de la Comunidad de Madrid. Inscríbete en ESTE ENLACE.  ??¡Formato presencial!  ?? Jueves 17 de noviembre 12:00-13:00 horas.  
Productividad y WooCommerce en Elementor;Puerta innovación;Taller;17-11-2022;18:00;21:00;Elementor Madrid es una plataforma líder en construcción de webs en WordPress.;Emprendedores;0;Acogemos un taller gratuito de Elementor Madrid en el que aprenderás cómo sacarle partido a los kits de Elementor, cómo trabajar más rápido con esta plataforma y cómo aprender a utilizar WooCommerce. En el evento contaremos con: Sebastián Echeverri, Especialista y formador de creación de páginas web con #WordPress, miembro de Elementor Madrid. Alberto Perojo, desarrollador Web Freelance, miembro de Elementor Barcelona. Merche Salas, especialista en Woocomeerce y coordinadora Meetup Elementor Zaragoza. Maylén García. Ángel Zinsel, Web Creator en Elementor. Santiago Becerra. Url inscripción: ESTE ENLACE.
What`s up DocC? NSCoder Night Madrid;Puerta innovación;Formación;16-11-2022;19:00;21:00;Diego Freniche es Developer Advocate en MongoDB.;Emprendedores;0;De la mano de NSCoder Night Madrid os presentamos esta sesión para albergar en nuestro centro un evento mensual en el que personas con inquietudes en desarrollo y diseño de aplicaciones para iOS y Mac OS X se reúnen en un ambiente informal y relajado. En esta ocasión, te enseñarán el valor de añadir documentación a tus Frameworks y a ayudar a tus usuarios a entender el proceso para implementarlos. Apúntate a este networking donde escuchar y compartir experiencias para aprender a escribir documentación con ejemplos, generar documentos en línea localmente y utilizar Github Actions y Netlify, ¿contamos contigo? Accede aquí al enlace de inscripción.   
HERRAMIENTAS PARA TENER ÉXITO EN LAS NEUROVENTAS Y APRENDER A GESTIONAR EL TIEMPO;Puerta innovación;Formación;27-10-2022;16:00;17:00;Erika Saavedra, experta en ventas, mentoring, formaciones y CEO MKE de Salek.;Emprendedores;0;"Detalles   ¡Aprende a aplicar las diferentes formas de negociación y a gestionar el tiempo de forma productiva con este taller!       ??La neurociencia ha causado un gran impacto en el mercado, especialmente en el campo de las ventas y en la relación que se crea con los clientes. Te traemos un taller gratuito donde encontrarás las herramientas necesarias para estar programado para lograr el éxito en la venta y dominar las neuroventas. Hablaremos sobre: ?? Ventas efectivas. ?? Diferentes tipos de cierres, descubrirás que ""vender es fácil"". ?? Relación coste-beneficios. ?? Pain del cliente a la hora de agregar valor en su producto. ?? Formas diferentes de negociación. Cuando comiences a gestionar el tiempo correctamente conseguirás resultados con mayor rapidez, consiguiendo un equilibrio y gestionando el estrés de forma efectiva. Aprende a ser dueño de tu tiempo y a organizarte para ser más productivo evitando el estrés. Erika Saavedra, experta en ventas, mentoring, formaciones y CEO MKE de Salek, tiene las claves para ayudarte a trabajar en lo que realmente importa y elegir las mejores opciones para garantizar tu victoria. ???Sobre el ponente: Erika Saavedra - Salek- es una profesional especializada en ventas, dirección y coordinación de grandes equipos comercilaes. Mentoriza, forma y apoya a nuevos comerciales, vendedores y emprendedores para que alcancen sus objetivos profesionales y den un salto cualitativo en las ventas de sus proyectos, servicios o productos. ?? ¡Formato presencial! ?? Jueves 27 de octubre 16:00-17:00 horas."
LA PROPIEDAD INTELECTUAL Y SU PROTECCIÓN EN EL METAVERSO;iLAB;Formación;26-10-2022;17:00;18:00;Patricia Bueso;Emprendedores;0;¡Si te interesa conocer más acerca del Metaverso y de la protección de tus creaciones, marcas y productos en este mundo digital, este webinar es para ti!       ?? El ecosistema empresarial y las experiencias digitales de personas consumidoras y usuarias de servicios se están modificando. El lanzamiento de colecciones NFTs y el salto a la Web 3.0 de compañías y entidades conviven con el cambio en las relaciones comerciales y sociales que representa el Metaverso. Te ofrecemos un taller gratuito donde te adentrarás en las posibilidades y desafíos del metaverso y aprenderás cómo proteger tus creaciones para aprovechar las oportunidades emergentes. Hablaremos sobre: ??Metaverso y NFTs: nuevos modelos de negocio. ??Su regulación jurídica: presente y futuro. ??Riesgos legales en los entornos virtuales. ??Retos de la propiedad intelectual y algunos conflictos famosos. ??La protección de tus servicios, productos y marcas en el Metaverso. ??? Sobre el ponente: Patricia Bueso es abogada especializada en Propiedad Intelectual, NNTT y Derecho de la Cultura. Además es directora ejecutiva y fundadora de CultuLaw,  una firma legal especializada en el mundo del Derecho de la Cultura y las nuevas tecnologías. Acompañan legalmente a empresas, artistas y entidades del sector cultural y del branding en el impulso, desarrollo y consolidación de sus proyectos, defendiendo sus derechos y obras ante los desafíos presentes y futuros, mediante servicios legales alternativos enfocados a los nuevos mercados emergentes y a la inmersión en el metaverso. ?? ¡Formato online! ?? Miércoles 26 de octubre 17:00 a 18:00 horas.      
COLABORA CON CLUSTERS Y ECOSISTEMAS CON LA SESIÓN FORMATIVA DEL PROGRAMA CLUSTER LOCAL EN ENERGÍA INTELIGENTE;Puerta innovación;Formación;25-10-2022;16:00;17:00;Soledad Díaz Campos, Directora Gerente de la Asociación Nacional de Parques Científicos y Tecnológicos;Emprendedores;0;Detalles   ¡Fomenta el crecimiento de pequeñas y medianas empresas de ingeniería!       ??Te presentamos un proyecto para conocer herramientas formativas y de movilidad que permitan crecer a la pequeña y mediana empresa de ingeniería favoreciendo su colaboración con clusters. Con este programa que la Universidad de Alcalá (UAH) ha realizado junto a otras universidades con el apoyo de la Comisión Europea con el programa Erasmus+ podrás participar en ecosistemas que faciliten el crecimiento sostenible en el tiempo de las pymes. Mediante 'Cluster local en energía inteligente' la UAH trabaja en la creación de un cluster o agrupación de pymes en energías inteligentes y eficientes y pretende habilitar un programa de movilidad para visitar virtualmente a compañías e investigadores de los mismos y poder establecer contactos que promuevan la internacionalización, el trabajo en propuestas conjuntas, etc. ¿Te gustaría mantener un crecimiento sostenible con tu empresa? ¿Has trabajado antes con universidades? ¿Sabrías financiar el crecimiento de tu empresa y utilizar su valor en el mercado? Si es así, este taller presencial te interesa. Se trata de la segunda sesión del citado programa que será realizada por Soledad Díaz Campos, Directora Gerente de la Asociación Nacional de Parques Científicos y Tecnológicos. ??¡Formato presencial! Calle de Toledo, 110. Madrid. (Metro más cercano Puerta de Toledo) ?? Martes 25 de octubre 16:00-17:00 horas. Inscríbete mandando un email a sme.cluster.growth@uah.es
Oportunidades y retos en traveltech para el ecosistema madrileño;Puerta innovación;Formación;20-10-2022;10:00;12:00;Natalia Bayona, Dr. Javier González-Soria y Moreno de la Santa, Suzanna Chiu, Felix Campano y Álvaro Carrillo de Albornoz;Emprendedores;0;??Desde la Comunidad de Madrid y el Ayuntamiento de Madrid, a través de la Fundación Madrid+d junto a Madrid Innovation Driven Ecosystem (MIDE), te invitamos a los InnoDays Madrid. Cada mes se realiza una nueva sesión temática y de conexión, con diferentes temas de interés para el ecosistema madrileño de innovación y emprendimiento. Este mes el tema central es el #Traveltech y en esta sesión conocerás las principales tendencias, oportunidades y retos de la citada tecnología para nuestro ecosistema, así como casos de éxito y posibles oportunidades de negocio. Para ello nos acompañará un panel de expertos invitados: ??Natalia Bayona, Directora de Innovación, Educación e Inversiones - World Tourism Organization (UNWTO) ??Dr. Javier González-Soria y Moreno de la Santa, Managing Partner y Chairman de la junta asesora - Top Seeds Lab / Travel Tech 1 Venture Capital  ??Suzanna Chiu - Head of Amadeus Ventures - Amadeus  ??Felix Campano, CEO y Founder de bob.io. ??Álvaro Carrillo de Albornoz, Managing Director - Instituto Tecnológico Hotelero ¿Contamos contigo? ?? ¡Formato en streaming con participación presencial limitada! Si quieres acudir presencialmente INSCRÍBETE AQUÍ. ?? Jueves 20 de octubre 10:00-12:30 horas.  
